date,product_id,units_sold,base_price,release_date,lifecycle,category,current_price
2024-02-06,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,799
2024-02-07,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,838.95
2024-02-08,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,838.95
2024-02-09,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-02-10,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-02-11,GalaxyS24,65,799,2024-01-10,Maturity,Smartphones,838.95
2024-02-12,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-02-13,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,799
2024-02-14,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,799
2024-02-15,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,838.95
2024-02-16,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-02-17,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,759.05
2024-02-18,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-02-19,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-02-20,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,759.05
2024-02-21,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-02-22,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-02-23,GalaxyS24,70,799,2024-01-10,Maturity,Smartphones,799
2024-02-24,GalaxyS24,64,799,2024-01-10,Maturity,Smartphones,799
2024-02-25,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-02-26,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-02-27,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,759.05
2024-02-28,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-02-29,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,759.05
2024-03-01,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,838.95
2024-03-02,GalaxyS24,64,799,2024-01-10,Maturity,Smartphones,799
2024-03-03,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,759.05
2024-03-04,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,838.95
2024-03-05,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,759.05
2024-03-06,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,799
2024-03-07,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-03-08,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,799
2024-03-09,GalaxyS24,60,799,2024-01-10,Maturity,Smartphones,838.95
2024-03-10,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,799
2024-03-11,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-03-12,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-03-13,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-03-14,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,759.05
2024-03-15,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,838.95
2024-03-16,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,838.95
2024-03-17,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,799
2024-03-18,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,759.05
2024-03-19,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,838.95
2024-03-20,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,759.05
2024-03-21,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,838.95
2024-03-22,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-03-23,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-03-24,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,838.95
2024-03-25,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-03-26,GalaxyS24,65,799,2024-01-10,Maturity,Smartphones,799
2024-03-27,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,799
2024-03-28,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,838.95
2024-03-29,GalaxyS24,60,799,2024-01-10,Maturity,Smartphones,759.05
2024-03-30,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,799
2024-03-31,GalaxyS24,69,799,2024-01-10,Maturity,Smartphones,799
2024-04-01,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-02,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,759.05
2024-04-03,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,799
2024-04-04,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-05,GalaxyS24,65,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-06,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,759.05
2024-04-07,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-04-08,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-09,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,759.05
2024-04-10,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-04-11,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-12,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,799
2024-04-13,GalaxyS24,64,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-14,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-04-15,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-16,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,759.05
2024-04-17,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,759.05
2024-04-18,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,799
2024-04-19,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-04-20,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-04-21,GalaxyS24,66,799,2024-01-10,Maturity,Smartphones,799
2024-04-22,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-04-23,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-04-24,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,759.05
2024-04-25,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-26,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,759.05
2024-04-27,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-28,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,838.95
2024-04-29,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-04-30,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-05-01,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-05-02,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,838.95
2024-05-03,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,799
2024-05-04,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,759.05
2024-05-05,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,799
2024-05-06,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-05-07,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-05-08,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,838.95
2024-05-09,GalaxyS24,60,799,2024-01-10,Maturity,Smartphones,838.95
2024-05-10,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,759.05
2024-05-11,GalaxyS24,60,799,2024-01-10,Maturity,Smartphones,799
2024-05-12,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-05-13,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-05-14,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,838.95
2024-05-15,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,759.05
2024-05-16,GalaxyS24,47,799,2024-01-10,Maturity,Smartphones,838.95
2024-05-17,GalaxyS24,65,799,2024-01-10,Maturity,Smartphones,759.05
2024-05-18,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-05-19,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,799
2024-05-20,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,759.05
2024-05-21,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-05-22,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-05-23,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-05-24,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,759.05
2024-05-25,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,799
2024-05-26,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,759.05
2024-05-27,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-05-28,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,759.05
2024-05-29,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,759.05
2024-05-30,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,799
2024-05-31,GalaxyS24,64,799,2024-01-10,Maturity,Smartphones,799
2024-06-01,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,799
2024-06-02,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,838.95
2024-06-03,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,799
2024-06-04,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,838.95
2024-06-05,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,759.05
2024-06-06,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2024-06-07,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,759.05
2024-06-08,GalaxyS24,60,799,2024-01-10,Maturity,Smartphones,799
2024-06-09,GalaxyS24,60,799,2024-01-10,Maturity,Smartphones,759.05
2024-06-10,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-06-11,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-06-12,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,838.95
2024-06-13,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-06-14,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,838.95
2024-06-15,GalaxyS24,60,799,2024-01-10,Maturity,Smartphones,838.95
2024-06-16,GalaxyS24,60,799,2024-01-10,Maturity,Smartphones,799
2024-06-17,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,838.95
2024-06-18,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2024-06-19,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-06-20,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-06-21,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-06-22,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,838.95
2024-06-23,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-06-24,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,759.05
2024-06-25,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,759.05
2024-06-26,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,759.05
2024-06-27,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,799
2024-06-28,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,799
2024-06-29,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,759.05
2024-06-30,GalaxyS24,68,799,2024-01-10,Maturity,Smartphones,799
2024-07-01,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,838.95
2024-07-02,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2024-07-03,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-07-04,GalaxyS24,47,799,2024-01-10,Maturity,Smartphones,759.05
2024-07-05,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,799
2024-07-06,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,799
2024-07-07,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-07-08,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,759.05
2024-07-09,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,759.05
2024-07-10,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-07-11,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2024-07-12,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-07-13,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,799
2024-07-14,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-07-15,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,759.05
2024-07-16,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,759.05
2024-07-17,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,838.95
2024-07-18,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-07-19,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,759.05
2024-07-20,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-07-21,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,799
2024-07-22,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,838.95
2024-07-23,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-07-24,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-07-25,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-07-26,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,799
2024-07-27,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,838.95
2024-07-28,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,838.95
2024-07-29,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,838.95
2024-07-30,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,838.95
2024-07-31,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-08-01,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,838.95
2024-08-02,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,838.95
2024-08-03,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,799
2024-08-04,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,759.05
2024-08-05,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,838.95
2024-08-06,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,759.05
2024-08-07,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,759.05
2024-08-08,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,799
2024-08-09,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,759.05
2024-08-10,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,759.05
2024-08-11,GalaxyS24,66,799,2024-01-10,Maturity,Smartphones,799
2024-08-12,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-08-13,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,759.05
2024-08-14,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-08-15,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-08-16,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-08-17,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,838.95
2024-08-18,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-08-19,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,838.95
2024-08-20,GalaxyS24,47,799,2024-01-10,Maturity,Smartphones,759.05
2024-08-21,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,799
2024-08-22,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-08-23,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-08-24,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,799
2024-08-25,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,759.05
2024-08-26,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-08-27,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,759.05
2024-08-28,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-08-29,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-08-30,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-08-31,GalaxyS24,60,799,2024-01-10,Maturity,Smartphones,799
2024-09-01,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,799
2024-09-02,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-09-03,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-09-04,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,759.05
2024-09-05,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-09-06,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-09-07,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,799
2024-09-08,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-09-09,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2024-09-10,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,799
2024-09-11,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,759.05
2024-09-12,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,838.95
2024-09-13,GalaxyS24,64,799,2024-01-10,Maturity,Smartphones,838.95
2024-09-14,GalaxyS24,65,799,2024-01-10,Maturity,Smartphones,838.95
2024-09-15,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,838.95
2024-09-16,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,799
2024-09-17,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-09-18,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-09-19,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-09-20,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,799
2024-09-21,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,799
2024-09-22,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,838.95
2024-09-23,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,759.05
2024-09-24,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,838.95
2024-09-25,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-09-26,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,759.05
2024-09-27,GalaxyS24,64,799,2024-01-10,Maturity,Smartphones,799
2024-09-28,GalaxyS24,66,799,2024-01-10,Maturity,Smartphones,838.95
2024-09-29,GalaxyS24,69,799,2024-01-10,Maturity,Smartphones,759.05
2024-09-30,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,759.05
2024-10-01,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-10-02,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-10-03,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-10-04,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,759.05
2024-10-05,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-10-06,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,838.95
2024-10-07,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-10-08,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,759.05
2024-10-09,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,838.95
2024-10-10,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2024-10-11,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,759.05
2024-10-12,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,759.05
2024-10-13,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-10-14,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-10-15,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,759.05
2024-10-16,GalaxyS24,47,799,2024-01-10,Maturity,Smartphones,799
2024-10-17,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-10-18,GalaxyS24,64,799,2024-01-10,Maturity,Smartphones,799
2024-10-19,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2024-10-20,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,759.05
2024-10-21,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2024-10-22,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-10-23,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,799
2024-10-24,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,759.05
2024-10-25,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-10-26,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2024-10-27,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,759.05
2024-10-28,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-10-29,GalaxyS24,47,799,2024-01-10,Maturity,Smartphones,799
2024-10-30,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,799
2024-10-31,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,838.95
2024-11-01,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,713.11
2024-11-02,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-03,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-04,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-05,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-06,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,713.11
2024-11-07,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-08,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-09,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,713.11
2024-11-10,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-11,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,645.19
2024-11-12,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,713.11
2024-11-13,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-14,GalaxyS24,44,799,2024-01-10,Maturity,Smartphones,645.19
2024-11-15,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,713.11
2024-11-16,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,713.11
2024-11-17,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,645.19
2024-11-18,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-19,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-20,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-21,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,645.19
2024-11-22,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,645.19
2024-11-23,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,713.11
2024-11-24,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,713.11
2024-11-25,GalaxyS24,47,799,2024-01-10,Maturity,Smartphones,713.11
2024-11-26,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-27,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,645.19
2024-11-28,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-29,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,679.15
2024-11-30,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,679.15
2024-12-01,GalaxyS24,59,799,2024-01-10,Maturity,Smartphones,799
2024-12-02,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2024-12-03,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,838.95
2024-12-04,GalaxyS24,46,799,2024-01-10,Maturity,Smartphones,759.05
2024-12-05,GalaxyS24,43,799,2024-01-10,Maturity,Smartphones,799
2024-12-06,GalaxyS24,61,799,2024-01-10,Maturity,Smartphones,799
2024-12-07,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-12-08,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2024-12-09,GalaxyS24,46,799,2024-01-10,Maturity,Smartphones,799
2024-12-10,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2024-12-11,GalaxyS24,55,799,2024-01-10,Maturity,Smartphones,799
2024-12-12,GalaxyS24,45,799,2024-01-10,Maturity,Smartphones,838.95
2024-12-13,GalaxyS24,63,799,2024-01-10,Maturity,Smartphones,838.95
2024-12-14,GalaxyS24,62,799,2024-01-10,Maturity,Smartphones,838.95
2024-12-15,GalaxyS24,56,799,2024-01-10,Maturity,Smartphones,799
2024-12-16,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,759.05
2024-12-17,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2024-12-18,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,799
2024-12-19,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,799
2024-12-20,GalaxyS24,81,799,2024-01-10,Maturity,Smartphones,799
2024-12-21,GalaxyS24,84,799,2024-01-10,Maturity,Smartphones,799
2024-12-22,GalaxyS24,80,799,2024-01-10,Maturity,Smartphones,799
2024-12-23,GalaxyS24,71,799,2024-01-10,Maturity,Smartphones,799
2024-12-24,GalaxyS24,72,799,2024-01-10,Maturity,Smartphones,838.95
2024-12-25,GalaxyS24,72,799,2024-01-10,Maturity,Smartphones,799
2024-12-26,GalaxyS24,73,799,2024-01-10,Maturity,Smartphones,799
2024-12-27,GalaxyS24,84,799,2024-01-10,Maturity,Smartphones,838.95
2024-12-28,GalaxyS24,83,799,2024-01-10,Maturity,Smartphones,799
2024-12-29,GalaxyS24,90,799,2024-01-10,Maturity,Smartphones,838.95
2024-12-30,GalaxyS24,75,799,2024-01-10,Maturity,Smartphones,799
2024-12-31,GalaxyS24,74,799,2024-01-10,Maturity,Smartphones,799
2025-01-01,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2025-01-02,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2025-01-03,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,759.05
2025-01-04,GalaxyS24,47,799,2024-01-10,Maturity,Smartphones,838.95
2025-01-05,GalaxyS24,52,799,2024-01-10,Maturity,Smartphones,838.95
2025-01-06,GalaxyS24,47,799,2024-01-10,Maturity,Smartphones,759.05
2025-01-07,GalaxyS24,46,799,2024-01-10,Maturity,Smartphones,799
2025-01-08,GalaxyS24,48,799,2024-01-10,Maturity,Smartphones,799
2025-01-09,GalaxyS24,46,799,2024-01-10,Maturity,Smartphones,799
2025-01-10,GalaxyS24,58,799,2024-01-10,Maturity,Smartphones,838.95
2025-01-11,GalaxyS24,53,799,2024-01-10,Maturity,Smartphones,799
2025-01-12,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,799
2025-01-13,GalaxyS24,49,799,2024-01-10,Maturity,Smartphones,799
2025-01-14,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2025-01-15,GalaxyS24,50,799,2024-01-10,Maturity,Smartphones,799
2025-01-16,GalaxyS24,47,799,2024-01-10,Maturity,Smartphones,799
2025-01-17,GalaxyS24,51,799,2024-01-10,Maturity,Smartphones,799
2025-01-18,GalaxyS24,54,799,2024-01-10,Maturity,Smartphones,799
2025-01-19,GalaxyS24,57,799,2024-01-10,Maturity,Smartphones,799
